,Material,Dry_or_cond,Manufacturer,Polymer,Fiber_percentage,Fiber_type,Charpy_notched_+23C,Charpy_notched_-30C,Charpy_+23C,Tensile_modulus,Molding_shrinkage_normal,Molding_shrinkage_parallel,Coeff_linear_therm_expansion_normal,Coeff_linear_therm_expansion_parallel,Melting_temp,Temp_deflection_0.45MPa,Temp_deflection_1.80MPa,Vicat_softening_temp,Density,Humidity_absorption,Temperature,G_prima,G_2prima,MPa,CM_1.0,CM_10.0,CM_100.0,CM_1000.0,CM_10000.0,CM_100000.0
5405,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,60.0,,,5.0,,1953.12,1642.04,1329.43,1037.99,784.437
5406,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,60.0,,,10.0,,1891.6,1588.77,1288.44,1010.4,768.822
5407,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,60.0,,,15.0,,1772.95,1479.0,1194.47,935.676,713.497
5408,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,60.0,,,20.0,,1594.64,1314.32,1051.97,819.773,624.298
5409,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,60.0,,,25.0,,1369.19,1111.62,879.819,680.959,517.231
5410,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,60.0,,,30.0,,1123.16,898.46,703.818,541.6469999999999,410.802
5411,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,60.0,,,32.0,,1029.57,819.462,639.872,491.68,372.9
5412,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,90.0,,,5.0,,1102.99,1025.03,946.067,866.9,788.668
5413,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,90.0,,,10.0,,1075.61,1000.24,924.028,847.9169999999999,772.9839999999999
5414,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,90.0,,,15.0,,992.215,918.885,845.7760000000001,773.7180000000001,703.615
5415,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,90.0,,,20.0,,834.7080000000001,765.788,698.717,634.14,572.626
5416,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,90.0,,,25.0,,633.235,574.2819999999999,518.509,466.218,417.565
5417,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,90.0,,,27.0,,554.5740000000001,500.89,450.631,403.926,360.827
5418,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,120.0,,,5.0,,1099.78,1013.48,917.52,814.836,709.209
5419,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,120.0,,,10.0,,1014.05,925.272,830.332,732.3489999999999,634.5790000000001
5420,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,120.0,,,15.0,,867.9910000000001,778.307,687.4760000000001,598.2130000000001,513.049
5421,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,120.0,,,20.0,,683.7810000000001,601.999,523.555,450.085,382.798
5422,Ultramid® B3UG4,dry,BASF,PA6,0.2,GF,3.0,3.4,40.0,6000.0,0.8,0.8,86.0,41.0,220.0,210.0,170.0,,1310.0,2.2,120.0,,,21.0,,648.408,569.137,493.804,423.797,360.095
5423,Ultramid® B3UGM210,cond,BASF,PA6,0.6,GF+M,,4.0,2.5,6500.0,,,54.0,35.0,220.0,215.0,195.0,,1670.0,1.2,23.0,,,5.0,3838.18,3660.32,3474.88,3283.64,3087.75,
5424,Ultramid® B3UGM210,cond,BASF,PA6,0.6,GF+M,,4.0,2.5,6500.0,,,54.0,35.0,220.0,215.0,195.0,,1670.0,1.2,23.0,,,10.0,3818.11,3636.5,3447.56,3252.56,3053.44,
5425,Ultramid® B3UGM210,cond,BASF,PA6,0.6,GF+M,,4.0,2.5,6500.0,,,54.0,35.0,220.0,215.0,195.0,,1670.0,1.2,23.0,,,15.0,3785.11,3599.37,3406.23,3207.32,3004.51,
5426,Ultramid® B3UGM210,cond,BASF,PA6,0.6,GF+M,,4.0,2.5,6500.0,,,54.0,35.0,220.0,215.0,195.0,,1670.0,1.2,23.0,,,20.0,3739.93,3549.43,3351.77,3148.66,2942.21,
5427,Ultramid® B3UGM210,cond,BASF,PA6,0.6,GF+M,,4.0,2.5,6500.0,,,54.0,35.0,220.0,215.0,195.0,,1670.0,1.2,23.0,,,25.0,3683.35,3487.77,3285.28,3077.95,2867.86,
5428,Ultramid® B3UGM210,cond,BASF,PA6,0.6,GF+M,,4.0,2.5,6500.0,,,54.0,35.0,220.0,215.0,195.0,,1670.0,1.2,23.0,,,30.0,3616.51,3415.53,3208.18,2996.58,2783.11,
5429,Ultramid® B3WG10,cond,BASF,PA6,0.5,GF,98.0,30.0,5.5,11000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,23.0,1260.56,90.67584,20.0,,11961.2,11003.6,9875.24,8609.71,7277.9
5430,Ultramid® B3WG10,cond,BASF,PA6,0.5,GF,98.0,30.0,5.5,11000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,23.0,1260.56,90.67584,40.0,,9315.83,8177.52,7008.9,5863.28,4792.29
5431,Ultramid® B3WG10,cond,BASF,PA6,0.5,GF,98.0,30.0,5.5,11000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,23.0,1260.56,90.67584,60.0,,7498.78,6500.08,5536.74,4638.15,3826.28
5432,Ultramid® B3WG10,cond,BASF,PA6,0.5,GF,98.0,30.0,5.5,11000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,23.0,1260.56,90.67584,80.0,,6241.21,5446.99,4699.9,4011.87,3391.36
5433,Ultramid® B3WG10,cond,BASF,PA6,0.5,GF,98.0,30.0,5.5,11000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,23.0,1260.56,90.67584,85.0,,5993.09,5248.53,4550.08,3907.33,3326.42
5434,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,60.0,1372.2,117.117,10.0,,5948.1,5396.82,4843.84,4300.99,3779.5
5435,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,60.0,1372.2,117.117,20.0,,5622.91,5083.95,4551.13,4033.54,3541.4
5436,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,60.0,1372.2,117.117,30.0,,5303.4,4783.0,4272.09,3781.37,3317.94
5437,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,60.0,1372.2,117.117,40.0,,4993.43,4492.95,4007.35,3544.25,3109.61
5438,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,60.0,1372.2,117.117,50.0,,4696.08,4218.42,3758.76,3323.57,2917.58
5439,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,60.0,1372.2,117.117,60.0,,4413.15,3959.95,3527.18,3119.73,2741.43
5440,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,60.0,1372.2,117.117,70.0,,4147.18,3719.43,3313.32,2933.06,2581.08
5441,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,60.0,1372.2,117.117,80.0,,3896.17,3494.21,3114.9,2760.91,2434.2
5442,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,90.0,866.0,50.2367,10.0,,4840.38,4592.67,4345.63,4096.18,3847.92
5443,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,90.0,866.0,50.2367,20.0,,4733.12,4466.97,4198.76,3932.19,3668.0
5444,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,90.0,866.0,50.2367,30.0,,4569.98,4283.43,3997.75,3714.18,3435.83
5445,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,90.0,866.0,50.2367,40.0,,4360.13,4054.89,3752.18,3455.11,3166.06
5446,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,90.0,866.0,50.2367,50.0,,4116.24,3794.49,3478.26,3170.98,2875.55
5447,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,90.0,866.0,50.2367,60.0,,3852.34,3516.67,3190.69,2877.79,2580.98
5448,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,90.0,866.0,50.2367,70.0,,3576.9,3231.32,2899.63,2585.7,2292.08
5449,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,120.0,668.4,31.2076,10.0,,5092.48,4783.27,4452.02,4102.46,3742.71
5450,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,120.0,668.4,31.2076,20.0,,4676.32,4357.49,4024.86,3683.01,3338.88
5451,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,120.0,668.4,31.2076,30.0,,4230.52,3913.93,3591.56,3268.58,2950.21
5452,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,120.0,668.4,31.2076,40.0,,3869.12,3567.16,3265.15,2966.99,2677.06
5453,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,120.0,668.4,31.2076,50.0,,3579.75,3297.98,3019.47,2747.55,2485.25
5454,Ultramid® B3WG10,dry,BASF,PA6,0.5,GF,22.0,16.0,100.0,16000.0,,,73.0,15.0,220.0,220.0,215.0,220.0,1550.0,1.5,120.0,668.4,31.2076,60.0,,3300.15,3042.13,2789.4,2544.42,2309.56
5455,Ultramid® B3WG5,cond,BASF,PA6,0.25,GF,,25.0,8.5,5000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,23.0,,,5.0,,4686.14,4648.47,4590.7,4504.87,4383.84
5456,Ultramid® B3WG5,cond,BASF,PA6,0.25,GF,,25.0,8.5,5000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,23.0,,,10.0,,4459.34,4334.73,4165.47,3942.23,3657.51
5457,Ultramid® B3WG5,cond,BASF,PA6,0.25,GF,,25.0,8.5,5000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,23.0,,,15.0,,4126.52,3914.86,3651.87,3336.56,2976.01
5458,Ultramid® B3WG5,cond,BASF,PA6,0.25,GF,,25.0,8.5,5000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,23.0,,,20.0,,3740.47,3473.04,3165.75,2825.65,2465.58
5459,Ultramid® B3WG5,cond,BASF,PA6,0.25,GF,,25.0,8.5,5000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,23.0,,,25.0,,3347.14,3061.51,2752.58,2430.11,2106.03
5460,Ultramid® B3WG5,cond,BASF,PA6,0.25,GF,,25.0,8.5,5000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,23.0,,,30.0,,2975.47,2700.82,2417.4,2132.74,1855.16
5461,Ultramid® B3WG5,cond,BASF,PA6,0.25,GF,,25.0,8.5,5000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,23.0,,,35.0,,2641.35,2396.43,2151.14,1910.81,1680.01
5462,Ultramid® B3WG5,cond,BASF,PA6,0.25,GF,,25.0,8.5,5000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,23.0,,,40.0,,2346.18,2141.1,1939.58,1744.36,1558.0
5463,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,60.0,,,5.0,,2261.18,2043.15,1814.97,1584.58,1359.81
5464,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,60.0,,,10.0,,2216.08,2006.4,1788.54,1569.71,1356.25
5465,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,60.0,,,15.0,,2140.44,1938.42,1731.27,1524.57,1324.09
5466,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,60.0,,,20.0,,2041.51,1847.86,1651.68,1458.04,1271.42
5467,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,60.0,,,25.0,,1927.1,1742.95,1559.01,1379.33,1207.38
5468,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,60.0,,,30.0,,1804.81,1631.89,1461.32,1296.14,1139.27
5469,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,60.0,,,35.0,,1679.62,1519.49,1363.3,1213.26,1071.45
5470,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,90.0,,,5.0,,1842.66,1745.56,1641.84,1533.95,1422.09
5471,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,90.0,,,10.0,,1773.71,1679.47,1580.59,1478.31,1373.61
5472,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,90.0,,,15.0,,1668.34,1576.97,1482.71,1386.38,1289.07
5473,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,90.0,,,20.0,,1540.74,1453.77,1365.32,1276.27,1187.43
5474,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,90.0,,,25.0,,1404.2,1323.6,1242.91,1162.6,1083.32
5475,Ultramid® B3WG5,dry,BASF,PA6,0.25,GF,12.0,10.0,80.0,8000.0,0.7,0.3,110.0,27.0,220.0,220.0,200.0,220.0,1320.0,2.3,90.0,,,30.0,,1268.61,1196.36,1124.78,1054.22,985.157
5476,Ultramid® B3WG6,cond,BASF,PA6,0.3,GF,85.0,30.0,8.0,6200.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,23.0,1209.56,88.28166999999999,10.0,,4883.67,4695.04,4487.61,4269.95,4040.88
5477,Ultramid® B3WG6,cond,BASF,PA6,0.3,GF,85.0,30.0,8.0,6200.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,23.0,1209.56,88.28166999999999,20.0,,4353.5,4133.94,3905.49,3668.38,3426.42
5478,Ultramid® B3WG6,cond,BASF,PA6,0.3,GF,85.0,30.0,8.0,6200.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,23.0,1209.56,88.28166999999999,30.0,,3921.57,3692.31,3457.81,3220.96,2983.59
5479,Ultramid® B3WG6,cond,BASF,PA6,0.3,GF,85.0,30.0,8.0,6200.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,23.0,1209.56,88.28166999999999,40.0,,3598.42,3369.84,3139.72,2910.36,2683.84
5480,Ultramid® B3WG6,cond,BASF,PA6,0.3,GF,85.0,30.0,8.0,6200.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,23.0,1209.56,88.28166999999999,50.0,,3343.36,3120.51,2898.38,2679.24,2465.12
5481,Ultramid® B3WG6,cond,BASF,PA6,0.3,GF,85.0,30.0,8.0,6200.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,23.0,1209.56,88.28166999999999,60.0,,3134.8,2919.85,2707.58,2499.58,2297.71
5482,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,90.0,608.0,33.4157,10.0,,3553.66,3512.47,3467.41,3421.14,3372.68
5483,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,90.0,608.0,33.4157,20.0,,3010.83,2950.12,2887.43,2823.08,2757.29
5484,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,90.0,608.0,33.4157,30.0,,2589.67,2524.35,2458.3,2391.56,2323.97
5485,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,90.0,608.0,33.4157,40.0,,2261.27,2198.6,2135.65,2072.63,2009.67
5486,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,90.0,608.0,33.4157,50.0,,2001.28,1944.01,1887.01,1830.3,1773.93
5487,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,120.0,582.0,21.7668,10.0,,3042.29,2901.07,2735.98,2549.07,2341.37
5488,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,120.0,582.0,21.7668,20.0,,2749.66,2588.01,2409.99,2218.91,2018.44
5489,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,120.0,582.0,21.7668,30.0,,2379.77,2214.36,2041.96,1865.65,1688.44
5490,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,120.0,582.0,21.7668,40.0,,2015.52,1867.52,1718.97,1571.82,1427.95
5491,Ultramid® B3WG6,dry,BASF,PA6,0.3,GF,15.0,11.0,95.0,9500.0,0.7,0.3,102.0,25.0,220.0,220.0,210.0,220.0,1360.0,2.1,120.0,582.0,21.7668,50.0,,1696.41,1577.78,1461.22,1347.71,1237.99
5492,Ultramid® B3WG6 GPX BK 23238,cond,BASF,PA6,0.3,GF,95.0,22.0,8.0,5400.0,0.6,0.3,,,220.0,220.0,200.0,,1350.0,2.35,23.0,,,10.0,5009.92,4767.52,4484.28,4161.37,3803.73,
5493,Ultramid® B3WG6 GPX BK 23238,cond,BASF,PA6,0.3,GF,95.0,22.0,8.0,5400.0,0.6,0.3,,,220.0,220.0,200.0,,1350.0,2.35,23.0,,,20.0,4910.35,4662.4,4377.0,4056.33,3705.71,
5494,Ultramid® B3WG6 GPX BK 23238,cond,BASF,PA6,0.3,GF,95.0,22.0,8.0,5400.0,0.6,0.3,,,220.0,220.0,200.0,,1350.0,2.35,23.0,,,30.0,4742.91,4483.71,4191.67,3870.36,3525.88,
5495,Ultramid® B3WG6 GPX BK 23238,cond,BASF,PA6,0.3,GF,95.0,22.0,8.0,5400.0,0.6,0.3,,,220.0,220.0,200.0,,1350.0,2.35,23.0,,,40.0,4496.03,4221.94,3921.2,3598.7,3261.23,
5496,Ultramid® B3WG6 GPX BK 23238,cond,BASF,PA6,0.3,GF,95.0,22.0,8.0,5400.0,0.6,0.3,,,220.0,220.0,200.0,,1350.0,2.35,23.0,,,50.0,4186.19,3899.44,3593.61,3274.53,2949.18,
5497,Ultramid® B3WG6 GPX BK 23238,cond,BASF,PA6,0.3,GF,95.0,22.0,8.0,5400.0,0.6,0.3,,,220.0,220.0,200.0,,1350.0,2.35,23.0,,,60.0,3784.88,3493.62,3192.54,2887.56,2584.93,
5498,Ultramid® B3WG6 GPX BK 23238,cond,BASF,PA6,0.3,GF,95.0,22.0,8.0,5400.0,0.6,0.3,,,220.0,220.0,200.0,,1350.0,2.35,23.0,,,65.0,3590.76,3300.88,3005.31,2709.7,2419.73,
5499,Ultramid® B3WG7,cond,BASF,PA6,0.35,GF,93.0,22.0,7.0,7200.0,0.8,0.2,102.0,20.0,220.0,220.0,215.0,220.0,1410.0,2.0,23.0,1298.91,97.60357,10.0,5710.88,5401.18,5069.17,4717.94,4353.31,
5500,Ultramid® B3WG7,cond,BASF,PA6,0.35,GF,93.0,22.0,7.0,7200.0,0.8,0.2,102.0,20.0,220.0,220.0,215.0,220.0,1410.0,2.0,23.0,1298.91,97.60357,20.0,5634.91,5315.49,4973.89,4614.16,4242.23,
5501,Ultramid® B3WG7,cond,BASF,PA6,0.35,GF,93.0,22.0,7.0,7200.0,0.8,0.2,102.0,20.0,220.0,220.0,215.0,220.0,1410.0,2.0,23.0,1298.91,97.60357,30.0,5512.58,5178.49,4822.84,4451.04,4069.34,
5502,Ultramid® B3WG7,cond,BASF,PA6,0.35,GF,93.0,22.0,7.0,7200.0,0.8,0.2,102.0,20.0,220.0,220.0,215.0,220.0,1410.0,2.0,23.0,1298.91,97.60357,40.0,5348.24,4996.69,4625.61,4241.11,3850.45,
5503,Ultramid® B3WG7,cond,BASF,PA6,0.35,GF,93.0,22.0,7.0,7200.0,0.8,0.2,102.0,20.0,220.0,220.0,215.0,220.0,1410.0,2.0,23.0,1298.91,97.60357,50.0,5147.42,4777.6,4391.24,3995.52,3598.36,
5504,Ultramid® B3WG7,cond,BASF,PA6,0.35,GF,93.0,22.0,7.0,7200.0,0.8,0.2,102.0,20.0,220.0,220.0,215.0,220.0,1410.0,2.0,23.0,1298.91,97.60357,60.0,4916.9,4529.46,4129.61,3725.48,3325.56,
5505,Ultramid® B3WG7,cond,BASF,PA6,0.35,GF,93.0,22.0,7.0,7200.0,0.8,0.2,102.0,20.0,220.0,220.0,215.0,220.0,1410.0,2.0,23.0,1298.91,97.60357,70.0,4663.77,4260.78,3850.53,3441.93,3043.7,
5506,Ultramid® B3WG7,cond,BASF,PA6,0.35,GF,93.0,22.0,7.0,7200.0,0.8,0.2,102.0,20.0,220.0,220.0,215.0,220.0,1410.0,2.0,23.0,1298.91,97.60357,80.0,4395.17,3979.76,3563.16,3154.65,2762.79,
5507,Ultramid® B3WG8 bk564,cond,BASF,PA6,0.4,GF,85.0,20.0,5.5,7700.0,0.8,0.3,,,220.0,220.0,210.0,,1460.0,1.8,23.0,1520.7260149130077,108.02903624689311,10.0,6552.09,6316.28,6061.93,5790.01,5502.68,
5508,Ultramid® B3WG8 bk564,cond,BASF,PA6,0.4,GF,85.0,20.0,5.5,7700.0,0.8,0.3,,,220.0,220.0,210.0,,1460.0,1.8,23.0,1520.7260149130077,108.02903624689311,20.0,6390.92,6146.96,5885.73,5608.54,5317.63,
5509,Ultramid® B3WG8 bk564,cond,BASF,PA6,0.4,GF,85.0,20.0,5.5,7700.0,0.8,0.3,,,220.0,220.0,210.0,,1460.0,1.8,23.0,1520.7260149130077,108.02903624689311,30.0,6139.24,5884.08,5613.77,5330.11,5035.42,
5510,Ultramid® B3WG8 bk564,cond,BASF,PA6,0.4,GF,85.0,20.0,5.5,7700.0,0.8,0.3,,,220.0,220.0,210.0,,1460.0,1.8,23.0,1520.7260149130077,108.02903624689311,40.0,5812.85,5546.0,5266.97,4977.97,4681.48,
5511,Ultramid® B3WG8 bk564,cond,BASF,PA6,0.4,GF,85.0,20.0,5.5,7700.0,0.8,0.3,,,220.0,220.0,210.0,,1460.0,1.8,23.0,1520.7260149130077,108.02903624689311,50.0,5416.12,5139.7,4854.89,4564.08,4270.07,
